trial,tsc,rng,low8
259,9885140312748,11332080681857497810,210
260,9885140313546,2487868686219049053,93
261,9885140314276,8818485901673539787,203
262,9885140314969,17814210655483953327,175
263,9885140315765,14875497962484996830,222
264,9885140316560,11521103701079220944,208
265,9885140317349,10390414666570346151,167
266,9885140318050,4898147509015927815,7
267,9885140318867,6973312558626922754,2
268,9885140319663,7513344728334670076,252
269,9885140320383,7099928895957627123,243
270,9885140321106,6481840895561554817,129
271,9885140321795,17811833376983995764,116
272,9885140322588,4775276963430353562,154
273,9885140323279,6793443904405573235,115
274,9885140323972,8055799027702234433,65
275,9885140324701,16770162173144176479,95
276,9885140325528,12740379799378189673,105
277,9885140326321,3423295854415282954,10
278,9885140327053,11305709233984262275,131
279,9885140327843,4085527669913965423,111
280,9885140328546,661054346496447854,110
281,9885140329329,6283248937193834578,82
282,9885140330060,13274565416532625471,63
283,9885140330890,4664141346142418162,242
284,9885140331585,15105548247751198877,157
285,9885140332383,1859998331828408269,205
286,9885140333080,11462915234582791379,211
287,9885140333877,5335058393565989413,37
288,9885140334607,5439182365512216136,72
289,9885140335336,5744769541763628667,123
290,9885140336031,6101691847666660252,156
291,9885140336718,17073414452927213634,66
292,9885140337545,4940740715837819165,29
293,9885140338279,12739076874354277215,95
294,9885140339112,1193957497724989069,141
295,9885140339844,8691031012884258643,83
296,9885140340569,11619838248195203555,227
297,9885140341364,15764100365954203624,232
298,9885140342164,17203628929794986945,193
299,9885140342965,8610961918510974471,7
300,9885140343693,2927407072867904292,36
301,9885140344382,5389783603097299962,250
302,9885140345113,3921371854171085262,206
303,9885140345835,501504299390175673,185
304,9885140346633,15293201640142260294,70
305,9885140347459,12264313711965203557,101
306,9885140348257,15987646992976268626,82
307,9885140349092,6977069849099129294,206
308,9885140349792,9186635087262624165,165
309,9885140350489,2344142618313111972,164
310,9885140351184,764763436648964531,179
311,9885140351968,820227908702204269,109
312,9885140352761,14976654068927173517,141
313,9885140353557,11239826734259816259,67
314,9885140354389,5992642108700319583,95
315,9885140355266,225316641902800897,1
316,9885140356081,17922290280658937652,52
317,9885140356917,11114288640605483642,122
318,9885140357717,13146888646962431206,230
319,9885140358421,11833731525028813413,101
320,9885140359120,544669616751273199,239
321,9885140359941,3730741758972667825,177
322,9885140360739,12348042611928849065,169
323,9885140361432,15776471274435597019,219
324,9885140362133,5822484803398696408,216
325,9885140362928,16338890186560639415,183
326,9885140363629,699372058826404889,25
327,9885140364448,14478324104582561464,184
328,9885140365147,6919151445763812590,238
329,9885140365940,4628315668200893586,146
330,9885140366739,14846485558152881909,245
331,9885140367432,12219337497646603683,163
332,9885140368127,4320618896662967165,125
333,9885140368923,17906177511420527452,92
334,9885140369653,14006145205035017543,71
335,9885140370378,18407427735903778375,71
336,9885140371106,15486287376915611999,95
337,9885140371833,4260742261741228080,48
338,9885140372665,16614605108209539882,42
339,9885140373360,14725021209434322069,149
340,9885140374089,17276153109103491267,195
341,9885140374817,10945198637875142856,200
342,9885140375516,6041937962663635718,6
343,9885140376335,3784426951843796435,211
344,9885140377125,14082791031182232941,109
345,9885140377822,13429422919588688652,12
346,9885140378554,6186740680836664135,71
347,9885140379379,15580903807430412929,129
348,9885140380074,17205566221213748413,189
349,9885140380767,13159876034720371792,80
350,9885140381495,3420310862651637721,217
351,9885140382291,3274423177982358887,103
352,9885140383090,9059999899902650409,41
353,9885140383915,16324170613693328010,138
354,9885140384610,6145321344456986750,126
355,9885140385403,15985213319221808662,22
356,9885140386134,16864487152334009046,214
357,9885140386827,1453947845568351941,197
358,9885140387626,3629051371977453265,209
359,9885140388417,15579476090672687191,87
360,9885140389248,18076859505867141440,64
361,9885140389939,4607134190755809114,90
362,9885140390768,2871320597837113983,127
363,9885140391561,8591384898583543932,124
364,9885140392252,11628427804053181177,249
365,9885140393081,2094111687230656144,144
366,9885140393776,7344176715316979407,207
367,9885140394465,10966406562664833018,250
368,9885140395259,2315960461583437692,124
369,9885140395952,1208131157109876906,170
370,9885140396649,18063282788170645351,103
371,9885140397442,13003289255840776252,60
372,9885140398269,16584413559289966955,107
373,9885140399064,2307307481127065058,226
374,9885140399862,14405773341021679921,49
375,9885140400694,2467284733169802521,25
376,9885140401523,15174693257718806709,181
377,9885140402317,986052846186230139,123
378,9885140403104,2724226269215844415,63
379,9885140403927,16564441108588227440,112
380,9885140404728,4422689731965791966,222
381,9885140405518,10325001888200845549,237
382,9885140406321,232585897346009177,89
383,9885140407140,3009733771118935459,163
384,9885140407930,2754079556797205892,132
385,9885140408623,10625197278227981892,68
386,9885140409453,17991226544084604689,17
387,9885140410284,10016813955523182685,93
388,9885140411015,2420272950251352239,175
389,9885140411810,13136077820277763815,231
390,9885140412505,13621404164196385560,24
391,9885140413231,1638965335598095957,85
392,9885146680877,2053505301133767955,19
393,9885146689744,2345441861174620739,67
394,9885146690687,11817678426089543499,75
395,9885146691567,8581532823887038700,236
396,9885146692542,16878340799384499121,177
397,9885146693381,16434139123310131330,130
398,9885146694079,1929275930317166315,235
399,9885146694877,8935463158115597569,1
400,9885146695694,12659202229532902467,67
401,9885146696546,7085963219710687190,214
402,9885146697346,4221920393293721529,185
403,9885146698039,4136088101889808956,60
404,9885146698763,16024507141956095660,172
405,9885146699560,4340323738824238427,91
406,9885146700291,3215326592696969187,227
407,9885146700982,6948565854393049265,177
408,9885146701669,3540032157178497960,168
409,9885146702360,1767843688602710516,244
410,9885146703047,13439994448550842816,192
411,9885146703844,9332377061909156675,67
412,9885146704573,12899856701151056658,18
413,9885146705494,6672826116764229792,160
414,9885146706189,2756418314119507920,208
415,9885146706878,15112875055988172518,230
416,9885146707666,4999100445139601124,228
417,9885146708361,11243703568234118599,199
418,9885146709152,4513329046289740266,234
419,9885146709847,5213739733917121705,169
420,9885146710536,57816441137568378,122
421,9885146711375,10116431044805369152,64
422,9885146712216,7362661813082835314,114
423,9885146712911,5849972137416068916,52
424,9885146713631,12438048530175519702,214
425,9885146714419,12000001630687337168,208
426,9885146715220,7080557617461097549,77
427,9885146715950,17685197909317399140,100
428,9885146716740,17242399073813597559,119
429,9885146717533,2954883127083730120,200
430,9885146718228,17635264061012723922,210
431,9885146719014,9744850526877487075,227
432,9885146719707,3804124315570913058,34
433,9885146720427,8140838257161186823,7
434,9885146721144,9182959837158667788,12
435,9885146721882,13527297494556349330,146
436,9885146722674,6586772667035312263,135
437,9885146723365,7571781867918944429,173
438,9885146724052,1770983429689042145,225
439,9885146724739,10461891761269126152,8
440,9885146725554,7643170151110131597,141
441,9885146726251,10431069245106256314,186
442,9885146727038,2341623968876248722,146
443,9885146727731,84047488439973678,46
444,9885146728540,11271401082496113475,67
445,9885146729359,4040545252935721017,57
446,9885146730086,2449177816400136717,13
447,9885146730808,3957045500022427114,234
448,9885146731492,658202912415442418,242
449,9885146732275,14339538713421508236,140
450,9885146733084,12582144605758611778,66
451,9885146733909,14310121695703537642,234
452,9885146734699,13091517624718197789,29
453,9885146735520,13180453016427202270,222
454,9885146736215,7906477504729565564,124
455,9885146737000,10868683471270834416,240
456,9885146737691,1579263081623145659,187
457,9885146738483,16279725996547891892,180
458,9885146739172,4232014077055278716,124
459,9885146739957,10301948054166581149,157
460,9885146740650,4227177979736976988,92
461,9885146741467,12685909615271980309,21
462,9885146742192,7387954002724633167,79
463,9885146743011,10651774386213473954,162
464,9885146743806,16901937260902175918,174
465,9885146744493,1828593599919277929,105
466,9885146745281,813149572453332664,184
467,9885146746066,3111597661159289388,44
468,9885146746789,7555500855941649597,189
469,9885146747476,17943374842587566515,179
470,9885146748263,6999201768407028091,123
471,9885146748958,5552140703013241343,255
472,9885146749640,4648139222578252669,125
473,9885146750325,8951552008642373417,41
474,9885146751045,6779127709748394415,175
475,9885146751732,15144246738983552489,233
476,9885146752522,5425139257636840373,181
477,9885146753215,12594364152211881129,169
478,9885146754002,666588275370119848,168
479,9885146754788,3429899108766598979,67
480,9885146755506,4413858444746053808,176
481,9885146756197,15664784228835910612,212
482,9885146756987,15941668302912109321,9
483,9885146757804,17308696062580264516,68
484,9885146758629,7017182387699257482,138
485,9885146759320,16330682952022517402,154
486,9885146760107,7386714818342921370,154
487,9885146760798,1306830852479006348,140
488,9885146761486,2118877619199953733,69
489,9885146762210,7069348460193601020,252
490,9885146762895,8903101058535185241,89
491,9885146763616,15241491302761930358,118
492,9885146764409,10770160439166694756,100
493,9885146765201,11340494125513975496,200
494,9885146765992,5248630320715876985,121
495,9885146766685,10283739319062701044,244
496,9885146767476,6920690231254083922,82
497,9885146768197,7162902270358045078,150
498,9885146768920,11885274269297188240,144
499,9885146769715,2504959130318072760,184
500,9885146770408,1081047564569868409,121
501,9885146771099,10600450096890778133,21
502,9885146771916,15869295021505739968,192
503,9885146772713,7176779419702455073,33
504,9885146773438,11284822809016527986,114
505,9885146774229,8177438124968231209,41
506,9885146774958,18129751130188128861,93
507,9885146775783,16113634807569138646,214
508,9885146776576,11990429017467963464,72
509,9885146777403,11350565712794763158,150
510,9885146778265,17480126716485656044,236
511,9885146778956,13969302766225593712,112
512,9885146779645,5558857926436203868,92
513,9885146780437,8964053006242378078,94
514,9885146781228,9715094177068067714,130
515,9885146782051,18280590204263780947,83
516,9885146782874,8138308481562549218,226
517,9885146783701,10519478700974251531,11
518,9885146784526,1848357907365414091,203
519,9885146785315,1908652924977753367,23
520,9885146786038,7269887775969998051,227
521,9885146786731,6375693796856377272,184
522,9885146787416,1489298477369914008,152
523,9885146788105,6363598369073539273,201
524,9885146788790,8868973400265583314,210
525,9885146789481,7180697396930483205,5
526,9885146790192,17206643859589568061,61
527,9885146791009,3268695421036192533,21
528,9885146791735,10406756244055761307,155
529,9885146792527,7322749475122554660,36
530,9885146793216,14669199112978818430,126
531,9885146794009,10232070663015877853,221
532,9885146794805,12463839508498976252,252
533,9885146795600,10329180541996801474,194
534,9885146796391,8883383789687450522,154
535,9885146797210,16669584401507897759,159
536,9885146798004,9942530966801664211,211
537,9885146798799,15273742826974162191,15
538,9885146799646,15879959113253612411,123
539,9885146800333,18441936681581937622,214
540,9885146801026,7181071763685996579,35
541,9885146801847,12939839145405170678,246
542,9885146802534,4675340635956384952,184
543,9885146803327,6529885131991618391,87
544,9885146804050,1365212677392410079,223
545,9885146804733,11082407229357478122,234
546,9885146805526,8649237629788932437,85
547,9885146806239,9495146655441063935,255
548,9885146806962,17024735945673395069,125
549,9885146807751,14803310696803663808,192
550,9885146808543,5635347391436715032,24
551,9885146809273,4691390490370346576,80
552,9885146809954,16892342501032636424,8
553,9885146810777,13483745952577632102,102
554,9885146811565,8211157434071373836,12
555,9885146812260,12009600376281031816,136
556,9885146813047,8478911023019233904,112
557,9885146813779,2930181169955152480,96
558,9885146814457,1941906786312513823,31
559,9885146815144,2461999306107599801,185
560,9885146815864,6209387028630586593,225
561,9885146816587,12549820819498862854,6
562,9885146817400,17445219547630605601,33
563,9885146818223,9598378291995362794,234
564,9885146818945,8764255855204895264,32
565,9885146819666,645021758608826525,157
566,9885146820444,9339236564907641424,80
567,9885146821131,17039398207620601836,236
568,9885146821920,13559504780703110570,170
569,9885146822710,899935008978183552,128
570,9885146823495,9621355792657467555,163
571,9885146824212,13967860109315839998,254
572,9885146824997,10860163114978820590,238
573,9885146825791,6244724176546212994,130
574,9885146826484,2458182457384398477,141
575,9885146827165,12102414776200294041,153
576,9885146827954,1137515201320617597,125
577,9885146828647,3521554113645188927,63
578,9885146829362,8057130935071700819,83
579,9885146830089,17986935258055404687,143
580,9885146830880,18346754223253135781,165
581,9885146831671,3461896906698153347,131
582,9885146832394,3926043960979602718,30
583,9885146833115,5023298936931726477,141
584,9885146833841,8396675021966249408,192
585,9885146834528,16683447529709969568,160
586,9885146835318,215039981395395548,220
587,9885146836103,14671435327223936456,200
588,9885153876284,9297716874523305103,143
589,9885153877688,13317398266152298999,247
590,9885153878519,3342966237840053028,36
591,9885153879444,10312176694109733667,35
592,9885153880251,5363661370403301460,84
593,9885153881056,2667797649920564874,138
594,9885153881812,14339795043010364388,228
595,9885153882645,11398338506869752536,216
596,9885153883458,1228454864906106453,85
597,9885153884289,11346126500982630867,211
598,9885153885102,1159443257298733503,191
599,9885153885941,2706044623920703668,180
600,9885153886648,14950491302131367529,105
601,9885153887453,10037377313466096066,194
602,9885153888256,13972234768524653087,31
603,9885153888994,13181318786135673604,4
604,9885153889725,12241816034635159058,18
605,9885153890534,8264367918870988967,167
606,9885153891339,15682181841655085295,239
607,9885153892034,9355287176406212092,252
608,9885153892879,5858126997114882439,135
609,9885153893672,11418030639755420132,228
610,9885153894367,6258405738922397887,191
611,9885153895168,15403960341662933912,152
612,9885153895863,16804494789828026458,90
613,9885153896588,14852074655689330615,183
614,9885153897285,7192323163137198126,46
615,9885153898114,5266242585550151038,126
616,9885153898907,16709777120858183346,178
617,9885153899608,7224954911410233616,16
618,9885153900441,16067326158591323752,104
619,9885153901138,14946730128103109734,102
620,9885153901833,7100374551947670114,98
621,9885153902656,1292753291444905765,37
622,9885153903486,17603916735213359078,230
623,9885153904183,11032615571914532888,24
624,9885153904912,13147421144712180127,159
625,9885153905605,13143645343942350432,96
626,9885153906335,16667811390628603082,202
627,9885153907026,14100807377533312575,63
628,9885153907753,757596343422879577,89
629,9885153908637,4238861062753476626,18
630,9885153909483,5476355852185506103,55
631,9885153910277,3656775059988636635,219
632,9885153911100,12367926528229193779,51
633,9885153911828,7088073428403680617,105
634,9885153912655,15640988929848854027,11
635,9885153913383,3144208075014193676,12
636,9885153914210,10659437006980323599,15
637,9885153914941,1642780156037463192,152
638,9885153915769,12288755477815205946,58
639,9885153916462,6356593191697553922,2
640,9885153917287,9427549264644779814,38
641,9885153918132,16500053111024714222,238
642,9885153918961,5240986785245543459,35
643,9885153919758,3969924218772321355,75
644,9885153920449,18440126265713442205,157
645,9885153921241,11629716518378290626,194
646,9885153922042,14555221552301698909,93
647,9885153922770,4756179462744192471,215
648,9885153923593,15627873945803926509,237
649,9885153924288,3565718475475083489,225
650,9885153925121,18341982546795889536,128
651,9885153925814,10338478947117777992,72
652,9885153926535,13779775716912205617,49
653,9885153927257,1490910978121944750,174
654,9885153928054,9765305198188736031,31
655,9885153928881,12594471112528763997,93
656,9885153929576,4195179574083169200,176
657,9885153930366,7917107052472183308,12
658,9885153931195,17601656644051377920,0
659,9885153931960,4132236884838978010,218
660,9885153932793,8542286378507689292,76
661,9885153933622,3855652920270219904,128
662,9885153934317,5695723955702931547,91
663,9885153935036,7623339459323643369,233
664,9885153935762,13592329084505800164,228
665,9885153936609,3777901162734663817,137
666,9885153937308,6835540257550778925,45
667,9885153938024,11099176461259594240,0
668,9885153938847,14843864338915335567,143
669,9885153939666,2520229879557401475,131
670,9885153940402,17017580114631914514,18
671,9885153941227,17034893851157726576,112
672,9885153942029,3405695985962462384,176
673,9885153942718,7837229256959457245,221
674,9885153943413,7611796181532358144,0
675,9885153944133,9185104432573795453,125
676,9885153944862,3978104207621685339,91
677,9885153945582,3450775615644590855,7
678,9885153946303,7717356690899089638,230
679,9885153946990,10312073054717202517,85
680,9885153947823,7349109509698487492,196
681,9885153948516,13650220528618049349,69
682,9885153949350,10825363989399941074,210
683,9885153950177,5248913458362752455,199
684,9885153950878,6994975393460713388,172
685,9885153951567,5082348929130927954,82
686,9885153952302,16578567291095857146,250
687,9885153953095,15464724959242479177,73
688,9885153953926,16935188888579476289,65
689,9885153954755,11726282537843550101,149
690,9885153955591,2858420038150838880,96
691,9885153956414,17530644136261436155,251
692,9885153957216,12493738658756473995,139
693,9885153957907,17561200754703710321,113
694,9885153958609,3185622473165893298,178
695,9885153959401,3328125417596518527,127
696,9885153960204,3836775336791348038,70
697,9885153961031,4131859293185573045,181
698,9885153961726,7778397360730338727,167
699,9885153962417,3350304537618331539,147
700,9885153963116,2880730384666030806,214
701,9885153963803,9550384035252756357,133
702,9885153964498,5268969882890233775,175
703,9885153965189,13412079341416187248,112
704,9885153965990,14804051418863075024,208
705,9885153966906,14007997733343677160,232
706,9885153967711,16009768052678751019,43
707,9885153968538,2487462202307848074,138
708,9885153969341,18023686327548579819,235
709,9885153970133,2298279722098036594,114
710,9885153970936,6880021367880183936,128
711,9885153971629,16741069128414985162,202
712,9885153972424,5594663467765074167,247
713,9885153973123,1595502853800457381,165
714,9885153973820,7531941250464637449,9
715,9885153974531,1225554742883728331,203
716,9885153975226,8623027309496791973,165
717,9885153975919,12089724290530887989,53
718,9885153976748,9252908046389404205,45
719,9885153977474,17200410653169937880,216
720,9885153978269,8780232545479520061,61
721,9885153979000,17834187075086566705,49
722,9885153979829,4677510308294797468,156
723,9885153980526,14317549554862276464,112
724,9885153981325,2255369195308133840,208
725,9885153982018,550635865720923856,208
726,9885153982839,15066234033429115350,214
727,9885153983640,17657881333403329222,198
728,9885153984439,3480612576369001897,169
729,9885153985134,18079926009797898065,81
730,9885153985965,290422354827333944,56
731,9885153986782,11769184032485493145,153
732,9885153987580,10602371273488420055,215
733,9885153988279,17314670019542579736,24
734,9885153989005,10806070592680132746,138
735,9885153989694,16415541623361793457,177
736,9885153990391,4161649151170779271,135
737,9885153991180,14809487869488978449,17
738,9885153991911,12737602716089321661,189
739,9885153992598,17344695348417768562,114
740,9885153993295,1698258489620367707,91
741,9885153994114,7714874164244567953,145
742,9885153994913,10108113506285298733,45
743,9885153995638,9387588162231781722,90
744,9885153996463,16422925369775687862,182
745,9885153997158,9527175382482249490,18
746,9885153997984,8688039650755001224,136
747,9885153998776,821188644014629441,65
748,9885153999567,18189475356114777024,192
749,9885154000258,15308269643711660034,2
750,9885154000989,16931101633790877348,164
751,9885154001680,9305604245656295095,183
752,9885154002473,181502555187109126,6
753,9885154003284,11238195314497772629,85
754,9885154004013,1846965011183550388,180
755,9885154004806,18213420438385781912,152
756,9885154005505,6994218161054055576,152
757,9885154006291,4112776527564724014,46
758,9885154007125,4191841972818960925,29
759,9885154007952,4507378457067870280,72
760,9885154008777,11565240641651947895,119
761,9885154009571,8049630524967215082,234
762,9885154010370,11741098444183394366,62
763,9885154011199,16799099612071058201,25
764,9885154011929,1751790656252869704,72
765,9885154012750,16195007077405848317,253
766,9885154013447,18390248179909007739,123
767,9885154014140,13348414159660301356,44
768,9885154014870,7647213154535284621,141
769,9885154015662,11991652568729774195,115
770,9885154016361,12804607216385235718,6
771,9885154017075,5583587110934588263,103
772,9885154017877,9774670243592489293,77
773,9885154018706,13657363930876199715,35
774,9885154019434,5493607854195377959,39
775,9885154020259,13142031355908930707,147
776,9885154020958,13257444297502529991,199
777,9885154021651,12490287899956326033,145
