trial,tsc,rng,low8
80,4652136308773,2983334250433387455,191
81,4652136309470,17372196743230244554,202
82,4652136310271,11711769217181447363,195
83,4652136311071,7487919528060273309,157
84,4652136311766,14980395004169284256,160
85,4652136312565,14260447954174784271,15
86,4652136313392,6195100314511224650,74
87,4652136314223,12077047451834222792,200
88,4652136315016,16230944730604232204,12
89,4652136315750,15861905014021978466,98
90,4652136316471,10795121234039027066,122
91,4652136317170,16337196703296361311,95
92,4652136317890,11796590690176574891,171
93,4652136318583,6117620554944209792,128
94,4652136319375,8215635905879820141,109
95,4652136320180,9107332218245026491,187
96,4652136320971,2604426833222112956,188
97,4652136321775,8689963265568006881,225
98,4652136322464,7495370874222518401,129
99,4652136323228,2061888519328136533,85
100,4652136323954,7410443924651537968,48
101,4652136324913,8227918175202276156,60
102,4652136325681,6144356775478611845,133
103,4652136326423,12850295731253856525,13
104,4652136327293,11869424404199367647,223
105,4652136328142,6716550156374185773,45
106,4652136328919,855720862817459882,170
107,4652136329748,1362565622632575493,5
108,4652136330612,11139586461559947880,104
109,4652136331481,13058555946010779478,86
110,4652136332311,2145045502814505713,241
111,4652136333048,11763187092423594138,154
112,4652136333841,16914147641147996810,138
113,4652136334644,3266338722443977604,132
114,4652136335440,6557606135453930227,243
115,4652136336135,10887160601595015512,88
116,4652136336960,10557867167423132249,89
117,4652136337792,16221051349051073653,117
118,4652136338487,10594965832845390170,90
119,4652136339216,15107477891057868115,83
120,4652136339942,16057118722910539954,178
121,4652136340637,3652735397252865021,253
122,4652136341423,3250017348757082279,167
123,4652136342230,4369233607184815355,251
124,4652136343023,7771275312792181460,212
125,4652136343825,10548363670139362905,89
126,4652136344648,3989519678407787126,118
127,4652136345445,170221821963935687,199
128,4652136346234,10235803690975797598,94
129,4652136347032,9596107919138285471,159
130,4652136347825,16899581906726637183,127
131,4652136348656,5954833193410536539,91
132,4652136349477,14540551907299619195,123
133,4652136350280,14374361534243086910,62
134,4652136351015,3938573600966192617,233
135,4652136351814,7880929070119225520,176
136,4652136352611,12409169650679046307,163
137,4652136353411,8835118347076299709,189
138,4652136354210,8512273354533987118,46
139,4652136354940,2599423023960329758,30
140,4652136355665,8436996925690004964,228
141,4652136356362,17282239886486048537,25
142,4652136357187,2378804643559627137,129
143,4652136357889,11177894616930161940,20
144,4652136358716,731808938026113174,150
145,4652136359512,5528374420441650805,117
146,4652136360205,9901452391719763624,168
147,4652136360898,2805007807524540286,126
148,4652136361591,8121112971235693460,148
149,4652136362286,1954649534731152011,139
150,4652136362977,12612182073393681751,87
151,4652136363770,8834787491586447694,78
152,4652136364497,16653540044621212197,37
153,4652136365298,14637160521954674115,195
154,4652136366127,15969596831649372323,163
155,4652136366934,8830563029975106826,10
156,4652136367660,2238917090195457986,194
157,4652136368357,7219906521847129070,238
158,4652136369050,1872928504410223012,164
159,4652136369747,13754852392058168901,69
160,4652136370572,1377986746588278129,113
161,4652136371273,12489233529642826192,208
162,4652136372070,13579715927488674631,71
163,4652136372911,14123938921358931082,138
164,4652136373738,12738625773519098384,16
165,4652136374573,16100783597975429649,17
166,4652136375272,4070767889261230438,102
167,4652136376077,6219906248315241705,233
168,4652136376880,16991420295915902980,4
169,4652136377709,8490254156842666052,68
170,4652136378577,9317801734966935822,14
171,4652136379311,12435934065386485041,49
172,4652136380109,11456471249781144747,171
173,4652136380949,3874778903795028197,229
174,4652136381747,7444464823869423836,220
175,4652136382448,9216490629481933739,171
176,4652136383145,17184658483762021355,235
177,4652136383977,15253902366104157820,124
178,4652136384814,1648149245891335701,21
179,4652136385546,2875097979483915236,228
180,4652136386241,6546956271620564241,17
181,4652136386974,5267600345790125513,201
182,4652136387667,10768207526477055102,126
183,4652136388466,11098100694344312761,185
184,4652136389269,15490792203944977449,41
185,4652136390106,16981515504942865627,219
186,4652136390907,9204068630785535261,29
187,4652136391740,3319425429799319715,163
188,4652136392441,1314945060766209913,121
189,4652136393140,16492554391665922845,29
190,4652136393965,14202291570366091915,139
191,4652136394800,2264174977070659740,156
192,4652136395500,6716414968845249198,174
193,4652136396195,3151453632465181607,167
194,4652136396888,14470482416322215407,239
195,4652136397686,717808183720129985,193
196,4652136398473,2735176208784728370,50
197,4652136399208,10150821061833298851,163
198,4652142182978,6414901390449008788,148
199,4652142184238,1361544049368110340,4
200,4652142185200,6840081730108851349,149
201,4652142185970,11606797832435837879,183
202,4652142186856,8965453485026721518,238
203,4652142187551,11583979113777358328,248
204,4652142188352,5480159219349192885,181
205,4652142189063,5922101119993012867,131
206,4652142189758,16413485934513232072,200
207,4652142190557,11071032316854857522,50
208,4652142191434,4686106001469934419,83
209,4652142192174,704201725833662235,27
210,4652142192999,9258202646697063137,225
211,4652142193698,3277524268962919397,229
212,4652142194389,7171469211229812634,154
213,4652142195082,10117837025831975915,235
214,4652142195883,4375998798687286839,55
215,4652142196617,12704692771132426425,185
216,4652142197415,14969074356432676609,1
217,4652142198249,13710654892556151521,225
218,4652142199141,10066302774850905340,252
219,4652142199942,16431422438566300305,145
220,4652142200647,9025236035343079403,235
221,4652142201447,5131346006127459670,86
222,4652142202273,119934733142824884,180
223,4652142203067,2674400639535086683,91
224,4652142203797,5545072913967929387,43
225,4652142204528,16200816309515839996,252
226,4652142205408,16037994702311534454,118
227,4652142206205,10574325529240177232,80
228,4652142207036,12654430427012927183,207
229,4652142207743,16367207626161392973,77
230,4652142208477,13268255880390951151,239
231,4652142209178,960200132094040728,152
232,4652142209971,3250780983362352357,229
233,4652142210798,16765553025297658646,22
234,4652142211540,8362243478877717900,140
235,4652142212330,10543966051149351794,114
236,4652142213037,9816896651167333247,127
237,4652142213836,14763180285935414242,226
238,4652142214533,15949254698265670218,74
239,4652142215265,1005692885712289990,198
240,4652142216063,11899984720804429670,102
241,4652142216765,16322416171645631101,125
242,4652142217464,18401006068025195445,181
243,4652142218163,10194690578342016833,65
244,4652142218890,6897689453185257294,78
245,4652142219721,1043800724914335292,60
246,4652142220557,10716378061846466726,166
247,4652142221335,4339598358805453133,77
248,4652142222168,4593338770571552789,21
249,4652142222991,2360979855179354397,29
250,4652142223794,9614524865475236773,165
251,4652142224524,17087338413896283025,145
252,4652142225328,17369234339941000208,16
253,4652142226160,1341745008551201090,66
254,4652142226958,10911144556824216220,156
255,4652142227761,12388995087268103517,93
256,4652142241448,9751235123813881068,236
257,4652142242273,17300768220704548721,113
258,4652142243072,12811405250207472634,250
259,4652142243769,8365543647046506920,168
260,4652142244602,10516859549640700408,248
261,4652142245302,1513435349102055263,95
262,4652142246129,6244579309235788458,170
263,4652142246954,11813257261085199451,91
264,4652142247781,9624892650587213408,96
265,4652142248612,1369278772559726615,23
266,4652142249303,9969730342788900460,108
267,4652142250029,12851055992476916189,221
268,4652142250823,1668537265042980724,116
269,4652142251522,8806261541647637844,84
270,4652142252250,15096856416938086648,248
271,4652142253044,7344115786975849334,118
272,4652142253744,8041521751953553845,181
273,4652142254437,18249876655277589249,1
274,4652142255266,10075045867373091679,95
275,4652142256093,7098399401257192021,85
276,4652142256831,5579997838293653818,58
277,4652142257554,14529020907692904579,131
278,4652142258442,6712034732352231326,158
279,4652142259137,7103472238847382852,68
280,4652142259859,17310823985184922472,104
281,4652142260657,4151710072685650408,232
282,4652142261360,2269070143499683357,29
283,4652142262084,9659303555538636722,178
284,4652142262777,514890451355287276,236
285,4652142263565,14483182620442586245,133
286,4652142264370,3698798129876280439,119
287,4652142265065,5395033161946998514,242
288,4652142265762,5253310946316700852,180
289,4652142266449,232075273218867138,194
290,4652142267238,15868747087542928627,243
291,4652142268038,16657988258707569410,2
292,4652142268866,552952501976485583,207
293,4652142269662,4754845634274520884,52
294,4652142270392,11211166447799651922,82
295,4652142271231,16962553907176558374,38
296,4652142272062,6285989197599924847,111
297,4652142272763,13586320201200115531,75
298,4652142273591,7433196668199748968,104
299,4652142274296,15193924675787014856,200
300,4652142275168,14424454676104525994,170
301,4652142275970,13333338851898061017,217
302,4652142276676,16958244442749517308,252
303,4652142277371,13222066325986050197,149
304,4652142278072,9479234426635725875,51
305,4652142278903,17603044632123556343,247
306,4652142279604,10983110502871264380,124
307,4652142280303,5282649399415643380,244
308,4652142281102,6660411922600673474,194
309,4652142281898,2127681598957065570,98
310,4652142282728,5100047677468609017,249
311,4652142283532,17494368795460369194,42
312,4652142284364,17201250164003979912,136
313,4652142285065,16952825515290513476,68
314,4652142285796,15230495189344419024,208
315,4652142286491,1638932285082069649,145
316,4652142287292,447377934346037036,44
317,4652142288115,2999220397465779701,245
318,4652142288914,16933412709030827641,121
319,4652142289611,5882809477713483041,33
320,4652142290444,10171582871910121727,255
321,4652142291222,6632863357914664658,210
322,4652142292019,14517744289377059357,29
323,4652142292755,6656310452314792125,189
324,4652142293551,17667065316987391032,56
325,4652142294281,12721758156261060022,182
326,4652142294976,12159926996766755375,47
327,4652142295704,12014742492111312795,155
328,4652142296399,7866319125924918071,55
329,4652142297236,1945693039272923153,17
330,4652142298061,1073409981288574129,177
331,4652142298862,6200775052602946226,178
332,4652142299660,2311456915658545429,21
333,4652142300384,13140955432884350706,242
334,4652142301189,221950144723285521,17
335,4652142302010,14884602373646331911,7
336,4652142302835,9705720404635766041,25
337,4652142303668,4331127025081615601,241
338,4652142304361,9857042771468193790,254
339,4652142305056,18263471999835164358,198
340,4652142305853,6608710073961554229,53
341,4652142306578,6736978029875791284,180
342,4652142307352,16517236790070448214,86
343,4652142308180,11680113709658641618,210
344,4652142308982,1619370342607822450,114
345,4652142309681,9166904371288177019,123
346,4652142310372,14746252764867461047,183
347,4652142311171,12000380165232636012,108
348,4652142311970,11724332422950149082,218
349,4652142312766,10837438801999300116,20
350,4652142313600,3966703880074750591,127
351,4652142314394,17923743445341859388,60
352,4652142315227,6938669735851586418,114
353,4652142316024,2340541246444085900,140
354,4652142316719,15520902671063956625,145
355,4652142317514,15647371501893002325,85
356,4652142318347,3407770638512299886,110
357,4652142319140,11086534007679745033,9
358,4652142319965,1627306991872899766,182
359,4652142320761,15570326243884716609,65
360,4652142321588,8853712777448171160,152
361,4652142322381,7818104621830104612,36
362,4652142323115,15303705403195651851,11
363,4652142324019,18216846642141617048,152
364,4652142324856,2079057412839269901,13
365,4652142325685,17948478464353702470,70
366,4652142326511,17423910242654714621,253
367,4652142327238,3641431861046088137,201
368,4652142328037,5184351062126045590,150
369,4652142328833,7500377287278395135,255
370,4652142329533,4924517181608615293,125
371,4652142330226,958494229189748300,76
372,4652142331047,16665934757765478967,55
373,4652142331880,12092866353695587264,192
374,4652142332711,15601446972443380476,252
375,4652142333508,14591964695143069795,99
376,4652142334245,10678144313242039710,158
377,4652142334936,18325744162946262263,247
378,4652142335637,7419564127397378132,84
379,4652142336465,8489630998401361282,130
380,4652142337263,13920044954075608511,191
381,4652142337964,27865789703812009,169
382,4652142338779,15948061135559970481,177
383,4652142339641,8720593520676714644,148
384,4652142340517,14901137040604135536,112
385,4652142341216,11510504461065116223,63
386,4652142341946,17365203625251946927,175
387,4652142342641,8818491318398276850,242
388,4652142343443,8051842381346699728,208
389,4652142344242,17319691238268280683,107
390,4652142344941,4250852117335655708,28
391,4652142345772,10781741495462639249,145
392,4652142346475,16424093288588075078,70
393,4652147510187,11767285816748112927,31
394,4652147512014,2501786258918926897,49
395,4652147512902,1673848570996169434,218
396,4652147513770,16104584257819012108,12
397,4652147514579,14977527458048666330,218
398,4652147515312,14019005601137006067,243
399,4652147516018,6881817723603237609,233
400,4652147516816,10316299461487382381,109
401,4652147517519,563430527835738293,181
402,4652147518308,12230446117291057542,134
403,4652147519107,2451826721610077710,14
404,4652147519938,10811743211700902564,164
405,4652147520645,4083800085083355330,194
406,4652147521474,9465462948429500813,141
407,4652147522277,10872643938377266876,188
408,4652147522976,15281975568779113786,58
409,4652147523706,12123731123759831993,185
410,4652147524405,15395388412424793314,226
411,4652147525106,10845024757327501473,161
412,4652147525803,6826346834466655301,69
413,4652147526640,18074082371385795549,221
414,4652147527339,11486885469592732196,36
415,4652147528071,10683083250801106377,201
416,4652147528766,4334693250951185462,54
417,4652147529563,9461193065016654024,200
418,4652147530479,17854869493317412612,4
419,4652147531294,11965661610349064897,193
420,4652147532026,4189662154673615396,36
421,4652147532818,8961382731884864416,160
422,4652147533651,10718487392842660243,147
423,4652147534338,4678379891692292993,129
424,4652147535163,5835016813237917793,97
425,4652147535984,8752136657031890102,182
426,4652147536808,13187521765701900520,232
427,4652147537600,9564576566969673531,59
428,4652147538421,4107881327131197851,155
429,4652147539141,10983954200064336820,180
430,4652147539931,6552733460142435698,114
431,4652147540624,16993258330019544944,112
432,4652147541417,2635722849585593579,235
433,4652147542108,12402284902770282157,173
434,4652147542900,18332486406411211388,124
435,4652147543691,9545842815633738727,231
436,4652147544483,9527744815810387449,249
437,4652147545180,16297149486405046490,218
438,4652147545973,17019477861844905320,104
439,4652147546764,7542202476713210230,118
440,4652147547560,14098889524105402664,40
441,4652147548387,16955893735401232893,253
442,4652147549156,4428782405792963344,16
443,4652147549977,18363606705986810224,112
444,4652147550668,4906639663539995390,254
445,4652147551460,14934853671273164597,53
446,4652147552186,1120276728251494134,246
447,4652147552972,4617911243182853426,50
448,4652147553793,11100965023567314246,70
449,4652147554630,9039966455942748826,154
450,4652147555421,13073132550653814298,26
451,4652147556254,5115693651652275852,140
452,4652147557045,9252111867464942722,130
453,4652147557732,10612500963865545057,97
454,4652147558565,4918592204045745835,171
455,4652147559256,12384461738639224352,32
456,4652147560046,270023675048008862,158
457,4652147560839,13425803035841473200,176
458,4652147561666,761307714180181074,82
459,4652147562485,13470374135156273815,151
460,4652147563178,2240638599183659979,203
461,4652147563971,14661651013225967235,131
462,4652147564664,694272540758047514,26
463,4652147565448,14480105430603293305,121
464,4652147566145,8555886834808332837,37
465,4652147566970,6232596151985534085,133
466,4652147567840,5813625483203718048,160
467,4652147568635,14114513024003920392,8
468,4652147569460,15512894737604160611,99
469,4652147570185,489425802862439891,211
470,4652147571008,5000210842908192928,160
471,4652147571803,16066242480537741139,83
472,4652147572526,7397779395091709270,86
473,4652147573352,13611551991700281570,226
474,4652147574051,15057688342901484832,32
475,4652147574776,5031222306672174885,37
476,4652147575603,17374234117658015286,54
477,4652147576325,1561224885982332246,86
478,4652147577150,5084958789754920845,141
479,4652147577947,13820930575716717366,54
480,4652147578670,15399013216814951153,241
481,4652147579396,12823602907215177700,228
482,4652147580089,12283156355935886276,196
483,4652147580784,1641827980998456790,214
484,4652147581576,13573839811597276402,242
485,4652147582269,3516261401131494185,41
486,4652147583094,2623072241953702990,78
487,4652147583921,12768840333782001694,30
488,4652147584641,7206998232301633111,87
489,4652147585509,1417063125830063403,43
490,4652147586301,7401428764013187274,202
491,4652147587128,15604898793257125398,22
492,4652147587957,8494128100833834585,89
493,4652147588783,14933405405640291688,104
494,4652147589575,2191166962905903978,106
495,4652147590402,13138070313875556482,130
496,4652147591193,17665502334090934744,216
497,4652147591890,3275295741885854507,43
498,4652147592713,2660801127594868291,67
499,4652147593501,12288660818006594251,203
500,4652147594294,11399819875642962245,69
501,4652147595020,13234563936935467870,94
502,4652147595741,2488135890072405201,209
503,4652147596568,13596366015075749246,126
504,4652147597263,18414143231452289266,242
505,4652147597952,11305336637736450105,57
506,4652147598671,945376647515465096,136
507,4652147599458,16235707469954998304,32
508,4652147600177,5519604786853202160,240
509,4652147600970,7324385804219616871,103
510,4652147601761,1730276059041332647,167
511,4652147602549,1599602838707904344,88
512,4652147603378,10503510334816574041,89
513,4652147604281,2989986021828792367,47
514,4652147605106,10658048468168059647,255
515,4652147605935,7995856970076192898,130
516,4652147606766,9570163088713448156,220
517,4652147607455,6639137569319971027,211
518,4652147608144,4010386437740692466,242
519,4652147608831,10280224169875516306,146
520,4652147609619,1088193792714762202,218
521,4652147610310,10075295417132965611,235
522,4652147611099,6944399038300072881,177
523,4652147611792,3689855812053665324,44
524,4652147612515,15838175737752667858,210
525,4652147613306,402108502209817876,20
526,4652147614129,6236804312971402373,133
527,4652147614816,4065305560731718424,24
528,4652147615533,8833757812075412497,17
529,4652147616251,9176930067581178689,65
530,4652147616972,9227004709004731445,53
531,4652147617693,2658628189727170830,14
532,4652147618376,4386303034538908424,8
533,4652147619092,16379711637463107291,219
534,4652147619884,17199691687215500368,80
535,4652147620713,12101577312328240798,158
536,4652147621579,17395808613209298718,30
537,4652147622410,8232784959536543896,152
538,4652147623252,7809951919547557989,101
539,4652147623971,4868208781889612466,178
540,4652147624656,13279899307049991132,220
541,4652147625449,18063916259976918207,191
542,4652147626243,16490967880533250316,12
543,4652147627072,9730023925067661218,162
544,4652147627863,6571977422994531657,73
545,4652147628588,2639465119669494999,215
546,4652147629277,12256842937861294510,174
547,4652147630064,11316157112336316235,75
548,4652147630895,8033151573348804833,225
549,4652147631584,11357613698115930573,205
550,4652147632372,13328056567692636513,97
551,4652147633206,8864464412699258829,205
552,4652147633992,17706335087168515349,21
553,4652147634787,13018413609174164021,53
554,4652147635480,607012387847670805,21
555,4652147636299,9233308139929700071,231
556,4652147637093,5941723571267170698,138
557,4652147637880,9853049326820234618,122
558,4652147638571,3963600328022588525,109
559,4652147639262,776073525563063630,78
560,4652147640121,12563894291433768187,251
561,4652147640949,9640424795244101826,194
562,4652147641642,3403482816036585703,231
563,4652147642333,13301817531880846900,52
564,4652147643125,5469171329698231728,176
565,4652147643820,9909064644428405572,68
566,4652147644538,13902250076140222134,182
567,4652147645371,14650141196900207082,234
568,4652147646169,2100074449352144167,39
569,4652147646897,3959246816562861337,25
570,4652147647618,5016599842026803207,7
571,4652147648332,9083469459351011469,141
572,4652147649025,5840193321240283843,195
573,4652147649714,14798713762552693254,6
574,4652147650537,10326920689730268693,21
575,4652147651362,17010165554822944733,221
576,4652147652191,797050057495521337,57
577,4652147652973,11319090484094044390,230
578,4652147653768,15759719720694016839,71
579,4652147654498,13076510380858372673,65
580,4652147655187,14854145278845628388,228
581,4652147655914,9451276843733906156,236
582,4652147656705,5704500003500253484,44
583,4652147657609,7981596520833395002,58
584,4652147658440,5823676789687033229,141
585,4652147659231,772698605719432542,94
586,4652147660017,3044064703123091932,220
587,4652147660940,10927275313290140203,43
588,4652152501393,9998188583510149824,192
589,4652152504502,13087903689109612730,186
590,4652152505726,6352777700386155482,218
591,4652152506532,126514734190980483,131
592,4652152507323,2557782136139255587,35
593,4652152508193,16830702570191838138,186
594,4652152509093,9176905839774016559,47
595,4652152509792,6655806947809597026,98
596,4652152510485,18284829781329045080,88
597,4652152511308,10140660168548839036,124
598,4652152512137,9464640267047644248,88
599,4652152512838,12942489525932050900,212
600,4652152513637,1729387986746936586,10
601,4652152514336,2409434334671090258,82
602,4652152515029,1598287977585055485,253
603,4652152515757,10505286108329571257,185
604,4652152516551,8576780735520845415,103
605,4652152517283,7516019978599207723,43
606,4652152517976,12779455970532758177,161
607,4652152518771,10003540307424307216,16
608,4652152519600,12867529903583221858,98
609,4652152520437,938698147074012341,181
610,4652152521260,15000426793271068907,235
611,4652152522061,230351524754652927,255
612,4652152522855,2254146730493583005,157
613,4652152523681,16375881507016370210,34
614,4652152524514,18219861972430817616,80
615,4652152525251,16170576899771633665,1
616,4652152526075,7928397078486616193,129
617,4652152527005,6274356623837989553,177
618,4652152527806,3032747198038054027,139
619,4652152528603,4143048189970720155,155
620,4652152529296,11837631793246856343,151
621,4652152530125,10801446102309204972,236
622,4652152530926,2911818900711945675,203
623,4652152531726,15335808005923297508,228
624,4652152532523,10569657870263511082,42
625,4652152533248,7829591600466049380,100
626,4652152534043,7973053528119305751,23
627,4652152534872,8817882990903998553,89
628,4652152535602,14216995595519875212,140
629,4652152536407,5701434999124979579,123
630,4652152537100,3732146366719936144,144
631,4652152537795,16304353084980449369,89
632,4652152538622,9459121204669915209,73
633,4652152539355,2740852141709152618,106
634,4652152540044,16003472608428194990,174
635,4652152540843,9304601938595278156,76
636,4652152541573,4148573527908217865,9
637,4652152542294,9386588507273965628,60
638,4652152543022,1506697807064151177,137
639,4652152543721,14694650939480396196,164
640,4652152544511,12882302684776195566,238
641,4652152545318,10199081856601804132,100
642,4652152546111,9366583625894466555,251
643,4652152546816,14568096619590163392,192
644,4652152547614,18291689789002976082,82
645,4652152548442,15991625417897005512,200
646,4652152549147,3920995377353254745,89
647,4652152549974,14058073736635177044,84
648,4652152550701,17201720626629731547,219
649,4652152551401,7507679487935896033,225
650,4652152552193,9473781851564053688,184
651,4652152552996,4167722370109588879,143
652,4652152553792,14097201490424212486,6
653,4652152554622,5455972949547846230,86
654,4652152555447,5920546974265009034,138
655,4652152556150,17657932047166944211,211
656,4652152556979,8040028092987270692,36
657,4652152557715,2781878580796695774,222
658,4652152558408,13699836860181939640,184
659,4652152559213,16139369917371368852,148
660,4652152560011,15363732853281863765,85
661,4652152560844,3578029905997212599,183
662,4652152561643,16647493753327411201,1
663,4652152562476,11962528705991717587,211
664,4652152563175,8229631757713170573,141
665,4652152563980,17717751522186424144,80
666,4652152564708,7270927472371560201,9
667,4652152565537,3297029986542881838,46
668,4652152566370,13376095726464733846,150
669,4652152567173,5555089344914289831,167
670,4652152567972,8275008992263002722,98
671,4652152568705,14933985372237058197,149
672,4652152569502,1475428638693991409,241
673,4652152570227,5448575278841740438,150
674,4652152571004,6394107669005039659,43
675,4652152571741,7652763030865516580,36
676,4652152572469,4771992553211848139,203
677,4652152573172,13685629802530633994,10
678,4652152574005,3199434247587027158,214
679,4652152574706,18358315097818539387,123
680,4652152575509,2712487886489938705,17
681,4652152576243,42154954041826423,119
682,4652152577027,12197471624894333456,16
683,4652152577879,18190813245395897325,237
684,4652152578682,8789328510897965131,75
685,4652152579460,16132079350246667313,49
686,4652152580285,8178433289508472114,50
687,4652152581011,6727683647743062889,105
688,4652152581734,10726710772003344257,129
689,4652152582533,7602999382613041146,250
690,4652152583224,8205258500158137887,31
691,4652152583947,16079851807928390311,167
692,4652152584742,14414493149990459218,82
693,4652152585567,12410729389202618175,63
694,4652152586386,14541750618911511516,220
695,4652152587185,12954708126887564741,197
696,4652152587878,16051646094816726219,203
697,4652152588571,16473240650532735955,211
698,4652152589261,13215889759797065490,18
699,4652152589987,3214295246424122933,53
700,4652152590776,12354275971192556782,238
701,4652152591562,5396438909256863198,222
702,4652152592379,3841455417460632144,80
703,4652152593172,7505462447239745640,104
704,4652152593991,3408268634555525022,158
705,4652152594818,12851192467387881436,220
706,4652152595608,13805539476140429407,95
707,4652152596334,10142554522899124473,249
708,4652152597027,6394283959522031066,218
709,4652152597825,14506350600260023083,43
710,4652152598543,6111768019874804118,150
711,4652152599337,16561341878040961946,154
712,4652152600026,1112035690521141265,17
713,4652152600847,13161683011415683380,52
714,4652152601573,16496499319015754505,9
715,4652152602290,15275585643992735998,254
716,4652152602983,14606411799355023488,128
717,4652152603676,3324328485381867116,108
718,4652152604463,16651751227379581766,70
719,4652152605196,2453852486402128055,183
720,4652152605981,5130619150223006320,112
721,4652152606778,16008823776240350336,128
722,4652152607466,1711798479157174171,155
723,4652152608263,1118664832486379856,80
724,4652152609088,17063849253880272913,17
725,4652152609818,3740823989083079913,233
726,4652152610606,484591989506916324,228
727,4652152611484,16586189837431957366,118
728,4652152612171,11133395917832700791,119
729,4652152612868,15463426161200261155,35
730,4652152613584,14811104192747260820,148
731,4652152614281,16576940742490820035,195
732,4652152614974,9220645703545437143,215
733,4652152615768,3221936611001127116,204
734,4652152616559,17687475725273293808,240
735,4652152617258,2358329488475350507,235
736,4652152618048,16682589485438909880,184
737,4652152618743,6703575392020130704,144
738,4652152619532,15238222291954275723,139
739,4652152620227,16199248567584185276,188
740,4652152620916,13158445622062997291,43
741,4652152621646,15770344223849589869,109
742,4652152622339,18091644464433571435,107
743,4652152623032,9460792769044754941,253
744,4652152623822,13542938302005623707,155
745,4652152624519,15103323477432540156,252
746,4652152625210,10427058543709689992,136
747,4652152625905,14390936517242419658,202
748,4652152626596,3444372414336833183,159
749,4652152627389,14546746236979727666,50
750,4652152628110,18213611878398236664,248
751,4652152628809,877102247560409571,227
752,4652152629592,12526588401999597798,230
753,4652152630378,7662191668203220045,77
754,4652152631201,4832242873145784746,170
755,4652152631994,13033007322243529039,79
756,4652152632721,270034218676429406,94
757,4652152633540,15362320146477148153,249
758,4652152634235,11174024325372759511,215
759,4652152634932,1027506678036367812,196
760,4652152635723,16480990953386707037,93
761,4652152636453,2433886824962057607,135
762,4652152637249,8940009601661803892,116
763,4652152638046,1813075172346701387,75
764,4652152638873,4893070642111249833,169
765,4652152639672,260162712874202898,18
766,4652152640454,14441447217455770134,22
767,4652152641289,5280688051312850215,39
768,4652152642110,17348063762601002098,114
769,4652152642907,13074394836842689706,170
770,4652152643604,2819518515564399154,50
771,4652152644431,12297290365344382224,16
772,4652152645155,6372027833029720429,109
773,4652152645951,1022911317572894694,230
774,4652152646742,160323307367416643,67
775,4652152647532,8410470909149329153,1
776,4652152648246,16029921280946819888,48
777,4652152649079,15438099803239642617,249
